Date,Business Purpose,From,To,Miles,Category,Rate,Amount At Rate,Parking,Tolls,Vehicle,Notes
2025-12-20,Business,"1605 E 11th St, Siler City, NC, 27344, United States","507 W 3rd St, Siler City, NC, 27344, United States",3.0,Business,0.7,2.1,0.0,0.0,🐎,Start: 19:21 · MileIQ
2025-12-20,Business,"507 W 3rd St, Siler City, NC, 27344, United States",home/office,1.1,Business,0.7,0.77,0.0,0.0,🐎,Start: 19:39 · MileIQ
2025-12-21,Business,"1108 W 3rd St, Siler City, NC, 27344, United States","1401 E 11th St, Siler City, NC, 27344, United States",3.4,Business,0.7,2.38,0.0,0.0,🐎,Start: 12:30 · MileIQ
2025-12-21,Business,"1401 E 11th St, Siler City, NC, 27344, United States",home/office,4.2,Business,0.7,2.94,0.0,0.0,🐎,Start: 12:47 · MileIQ
2025-12-21,Business,home/office,home/office,3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 15:25 · MileIQ
2025-12-21,Business,"107 Miss Jane Way, Siler City, NC, 27344, United States",high falls oil,35.2,Business,0.7,24.64,0.0,0.0,🐎,Start: 16:30 · MileIQ
2025-12-21,Business,"4400 Burlington Rd, Greensboro, NC, 27405, United States","6770 Jordan Rd, Ramseur, NC, 27316, United States",31.9,Business,0.7,22.33,0.0,0.0,🐎,Start: 17:20 · MileIQ
2025-12-21,service call,"1435 NC-22, Ramseur, NC, 27316, United States",home/office,23.8,Business,0.7,16.66,0.0,0.0,🐎,Start: 18:09 · MileIQ
2025-12-22,Business,home/office,"300 Walmart Supercenter, Siler City, NC, 27344, United States",3.8,Business,0.7,2.66,0.0,0.0,🐎,Start: 12:38 · MileIQ
2025-12-22,Business,"320 W 11th St, Siler City, NC, 27344, United States",home/office,7.6,Business,0.7,5.32,0.0,0.0,🐎,Start: 13:15 · MileIQ
2025-12-22,Business,home/office,home/office,6.2,Business,0.7,4.34,0.0,0.0,🐎,Start: 17:00 · MileIQ
2025-12-23,Business,home/office,"1605 E 11th St, Siler City, NC, 27344, United States",3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 15:18 · MileIQ
2025-12-23,Business,"1605 E 11th St, Siler City, NC, 27344, United States",home/office,3.2,Business,0.7,2.24,0.0,0.0,🐎,Start: 15:42 · MileIQ
2025-12-24,Business,home/office,"5932 US-311, Sophia, NC, 27350, United States",29.0,Business,0.7,20.3,0.0,0.0,🐎,Start: 11:20 · MileIQ
2025-12-24,Business,"4516 Branson Davis Rd, Sophia, NC, 27350, United States",home/office,28.8,Business,0.7,20.16,0.0,0.0,🐎,Start: 12:05 · MileIQ
2025-12-24,Business,home/office,"8567 Linwood-Southmont Rd, Lexington, NC, 27292, United States",78.2,Business,0.7,54.74,0.0,0.0,🐎,Start: 15:55 · MileIQ
2025-12-24,Business,"194 Red Barn Rd, Lexington, NC, 27292, United States","2821 Cunningham Rd, Thomasville, NC, 27360, United States",17.6,Business,0.7,12.32,0.0,0.0,🐎,Start: 18:23 · MileIQ
2025-12-30,Business,home/office,"1605 E 11th St, Siler City, NC, 27344, United States",3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 10:54 · MileIQ
2025-12-30,Business,"1605 E 11th St, Siler City, NC, 27344, United States",home/office,3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 11:23 · MileIQ
